2024 RANK,2023 RANK,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE
446,,toyota technological institute in japan,jp,japan,s,fo,vh,3,c,5.0,601+,2.0,601+,38.0,419,96.0,45,8.0,701+,2.0,701+,1.0,701+,8.0,701+,0.0,,26.0
81,98,"trinity college dublin, the university of dublin",ie,ireland,l,fc,vh,5,a,69.0,92,40.0,238,24.0,601,64.0,184,100.0,79,93.0,104,82.0,132,71.0,70,76.0,173,64.0
25,14,tsinghua university,cn,china (mainland),xl,fc,vh,4,a,99.0,16,97.0,27,94.0,67,99.0,22,9.0,701+,16.0,603,48.0,328,82.0,47,56.0,271,85.0
379,312,tufts university,us,united states,l,fc,vh,5,b,18.0,497,5.0,601+,56.0,263,43.0,312,25.0,532,36.0,374,19.0,552,48.0,143,51.0,301,29.0
600,471,tulane university,us,united states,l,fc,hi,5,b,10.0,601+,5.0,601+,82.0,134,10.0,701+,17.0,631,15.0,630,46.0,339,23.0,367,21.0,531,20.0
9,8,ucl,uk,united kingdom,xl,fc,vh,5,a,100.0,13,98.0,22,98.0,43,74.0,131,99.0,96,100.0,15,100.0,2,52.0,126,93.0,74,92.0
300,284,ucsi university,my,malaysia,m,co,hi,2,c,23.0,392,58.0,140,73.0,174,3.0,701+,84.0,219,98.0,63,1.0,701+,16.0,528,25.0,495,35.0
1401+,,udayana university,id,indonesia,l,fc,md,4,a,6.0,601+,4.0,601+,7.0,701+,1.0,701+,4.0,701+,10.0,701+,1.0,701+,5.0,701+,1.0,701+,0.0
266,197,ulsan national institute of science and technology (unist),kr,south korea,s,fo,vh,2,a,15.0,579,12.0,601+,84.0,114,99.0,25,42.0,399,11.0,692,1.0,701+,8.0,701+,2.0,701+,38.0
465,369,umea university,se,sweden,l,fc,vh,4,a,20.0,449,14.0,583,68.0,191,15.0,637,24.0,554,10.0,701+,45.0,349,13.0,681,48.0,318,25.0
419,477,unesp,br,brazil,xl,fc,vh,3,a,39.0,219,35.0,282,15.0,701+,16.0,614,6.0,701+,3.0,701+,35.0,422,6.0,701+,54.0,287,27.0
290,296,united arab emirates university,ae,united arab emirates,m,fc,vh,3,a,28.0,310,38.0,257,53.0,299,14.0,659,100.0,16,39.0,356,57.0,273,61.0,96,16.0,588,36.0
520,432,universidad austral,ar,argentina,s,fo,vh,3,b,19.0,460,53.0,152,75.0,165,2.0,701+,2.0,701+,9.0,701+,1.0,701+,9.0,701+,1.0,701+,23.0
199,215,universidad autónoma de madrid,es,spain,l,fc,vh,4,a,60.0,117,58.0,145,35.0,464,25.0,485,8.0,701+,12.0,678,80.0,143,20.0,428,89.0,97,46.0
319,320,universidad carlos iii de madrid (uc3m),es,spain,l,fo,vh,3,a,33.0,265,49.0,177,53.0,290,5.0,701+,57.0,328,41.0,337,19.0,556,13.0,668,63.0,239,33.0
1401+,1401+,"universidad católica boliviana """"san pablo""""",bo,bolivia,l,fo,md,4,b,5.0,601+,3.0,601+,4.0,701+,1.0,701+,3.0,701+,3.0,701+,1.0,701+,16.0,521,0.0,,0.0
1401+,1401+,universidad católica de santiago de guayaquil,ec,ecuador,l,fo,md,4,b,4.0,601+,4.0,601+,3.0,701+,1.0,701+,7.0,701+,1.0,701+,1.0,701+,14.0,585,1.0,701+,0.0
95,67,universidad de buenos aires (uba),ar,argentina,xl,fc,vh,5,a,93.0,36,98.0,20,74.0,170,2.0,701+,63.0,309,67.0,224,28.0,470,26.0,311,19.0,555,61.0
159,167,universidad de chile,cl,chile,xl,fc,vh,5,a,82.0,66,97.0,30,10.0,701+,13.0,687,9.0,701+,5.0,701+,49.0,322,50.0,130,36.0,389,50.0
198,220,universidad de los andes,co,colombia,l,fc,hi,4,b,65.0,103,96.0,35,18.0,701+,6.0,701+,26.0,517,2.0,701+,11.0,649,96.0,23,40.0,362,46.0
530,390,universidad de palermo (up),ar,argentina,s,fo,md,3,b,9.0,601+,18.0,493,91.0,83,1.0,701+,40.0,411,97.0,79,1.0,701+,10.0,701+,1.0,701+,22.0
410,465,universidad de santiago de chile (usach),cl,chile,l,fc,hi,5,a,43.0,197,73.0,92,9.0,701+,4.0,701+,7.0,701+,2.0,701+,7.0,701+,4.0,701+,13.0,635,27.0
1401+,1401+,universidad de tarapaca,cl,chile,m,fo,vh,3,a,4.0,601+,2.0,601+,2.0,701+,8.0,701+,0.0,,0.0,,3.0,701+,4.0,701+,1.0,701+,0.0
1401+,1401+,universidad mayor de san simón cochabamba,bo,bolivia,xl,co,lo,5,a,5.0,601+,3.0,601+,1.0,701+,1.0,701+,0.0,,1.0,701+,1.0,701+,17.0,491,1.0,701+,0.0
1401+,1401+,universidad michoacana de san nicolás de hidalgo,mx,mexico,xl,fc,md,5,a,4.0,601+,2.0,601+,3.0,701+,2.0,701+,0.0,,0.0,,1.0,701+,4.0,701+,1.0,701+,0.0
1401+,1401+,universidad nacional autónoma de honduras (unah),hn,honduras,xl,fc,lo,5,a,4.0,601+,5.0,601+,3.0,701+,1.0,701+,2.0,701+,0.0,,1.0,701+,22.0,369,1.0,701+,0.0
93,104,universidad nacional autónoma de méxico (unam),mx,mexico,xl,fc,vh,5,a,97.0,28,98.0,18,40.0,397,3.0,701+,8.0,701+,3.0,701+,85.0,120,68.0,78,89.0,101,61.0
226,243,universidad nacional de colombia,co,colombia,xl,fc,hi,5,a,70.0,91,97.0,29,6.0,701+,4.0,701+,6.0,701+,2.0,701+,13.0,620,30.0,263,50.0,309,42.0
1401+,,universidad politecnica salesiana,ec,ecuador,l,co,md,3,b,6.0,601+,3.0,601+,4.0,701+,2.0,701+,7.0,701+,2.0,701+,1.0,701+,6.0,701+,1.0,701+,0.0
349,488,universidad politécnica de madrid (upm),es,spain,xl,sp,,4,a,31.0,280,49.0,176,15.0,701+,11.0,701+,3.0,701+,31.0,416,60.0,243,37.0,196,84.0,128,31.0
1401+,1401+,universidad tecnológica de bolívar,co,colombia,m,fo,hi,4,b,3.0,601+,5.0,601+,3.0,701+,3.0,701+,8.0,701+,7.0,701+,1.0,701+,9.0,701+,1.0,701+,0.0
85,115,universidade de são paulo,br,brazil,xl,fc,vh,4,a,92.0,41,83.0,66,19.0,688,30.0,434,6.0,701+,2.0,701+,91.0,76,90.0,36,96.0,44,63.0
220,210,universidade estadual de campinas (unicamp),br,brazil,xl,fc,vh,4,a,70.0,90,50.0,169,13.0,701+,25.0,489,12.0,701+,3.0,701+,54.0,294,10.0,701+,75.0,177,43.0
371,333,universidade federal do rio de janeiro,br,brazil,xl,fc,vh,5,a,60.0,119,17.0,509,15.0,701+,8.0,701+,8.0,701+,2.0,701+,52.0,302,37.0,203,23.0,514,30.0
400,369,universidade nova de lisboa,pt,portugal,l,fc,vh,4,a,28.0,313,20.0,452,20.0,679,24.0,498,24.0,548,47.0,309,64.0,224,19.0,444,40.0,362,28.0
237,248,universitas indonesia,id,indonesia,xl,fc,vh,4,a,51.0,161,73.0,91,50.0,309,2.0,701+,76.0,249,5.0,701+,2.0,701+,59.0,103,42.0,351,41.0
1401+,,universitas kristen petra,id,indonesia,m,fo,hi,4,c,6.0,601+,4.0,601+,7.0,701+,2.0,701+,3.0,701+,1.0,701+,1.0,701+,8.0,701+,0.0,,0.0
149,178,universitat autònoma de barcelona,es,spain,xl,fc,vh,4,a,63.0,109,39.0,246,11.0,701+,71.0,145,18.0,615,17.0,582,84.0,123,14.0,623,95.0,60,52.0
164,184,universitat de barcelona,es,spain,xl,fc,vh,5,a,73.0,83,23.0,412,13.0,701+,42.0,325,22.0,574,29.0,437,98.0,23,40.0,180,98.0,23,50.0
354,343,universitat politècnica de catalunya · barcelonatech (upc),es,spain,l,fo,vh,4,a,32.0,274,22.0,426,41.0,380,22.0,524,8.0,701+,21.0,532,73.0,183,15.0,556,73.0,186,31.0
476,400,universitat politècnica de valència,es,spain,l,co,vh,4,a,26.0,338,12.0,601+,47.0,332,20.0,561,4.0,701+,24.0,489,57.0,271,8.0,701+,28.0,467,24.0
310,233,universitat pompeu fabra (barcelona),es,spain,m,fo,vh,3,a,31.0,282,23.0,417,13.0,701+,56.0,232,78.0,238,27.0,455,38.0,389,15.0,551,13.0,633,34.0
189,210,universite libre de bruxelles,be,belgium,l,fc,vh,5,a,34.0,249,39.0,247,3.0,701+,63.0,186,97.0,126,85.0,144,69.0,201,36.0,207,60.0,249,47.0
387,256,universiti brunei darussalam (ubd),bn,brunei,s,co,vh,3,a,21.0,420,6.0,601+,96.0,54,8.0,701+,100.0,47,65.0,231,2.0,701+,27.0,296,4.0,701+,28.0
159,129,universiti kebangsaan malaysia (ukm),my,malaysia,l,fc,vh,4,a,60.0,121,70.0,103,88.0,95,12.0,701+,53.0,347,61.0,242,57.0,272,11.0,701+,24.0,497,50.0
65,70,universiti malaya (um),my,malaysia,l,fc,vh,4,a,81.0,68,96.0,34,72.0,178,33.0,416,53.0,346,59.0,254,79.0,148,28.0,286,93.0,68,69.0
158,123,universiti putra malaysia (upm),my,malaysia,l,fc,vh,4,a,59.0,129,68.0,113,68.0,194,23.0,519,44.0,381,97.0,72,45.0,341,10.0,701+,23.0,511,50.0
137,143,universiti sains malaysia (usm),my,malaysia,l,fc,vh,4,a,61.0,115,75.0,86,55.0,273,16.0,613,25.0,538,89.0,124,60.0,246,18.0,462,86.0,116,53.0
525,340,universiti teknologi brunei,bn,brunei,s,fo,vh,3,a,14.0,601+,4.0,601+,90.0,86,9.0,701+,100.0,46,6.0,701+,1.0,701+,34.0,226,1.0,701+,22.0
188,203,universiti teknologi malaysia,my,malaysia,l,co,vh,3,a,47.0,175,64.0,124,43.0,371,34.0,403,16.0,651,85.0,141,59.0,257,14.0,631,67.0,217,47.0
307,361,universiti teknologi petronas (utp),my,malaysia,s,sp,,3,b,18.0,491,32.0,313,35.0,463,66.0,167,85.0,207,19.0,567,24.0,505,10.0,701+,3.0,701+,34.0
538,481,universiti utara malaysia (uum),my,malaysia,l,sp,,3,a,21.0,423,28.0,345,40.0,389,7.0,701+,19.0,603,80.0,164,3.0,701+,10.0,701+,11.0,661,22.0
491,425,university at buffalo suny,us,united states,l,fc,vh,5,a,18.0,499,8.0,601+,8.0,701+,37.0,378,43.0,389,33.0,390,23.0,516,25.0,340,51.0,305,24.0
292,303,university college cork,ie,ireland,l,fc,vh,5,a,28.0,309,36.0,270,29.0,528,22.0,534,95.0,152,47.0,308,25.0,496,24.0,360,96.0,46,36.0
171,181,university college dublin,ie,ireland,l,fc,vh,5,a,50.0,162,41.0,226,21.0,652,39.0,354,99.0,101,61.0,245,51.0,309,69.0,75,70.0,204,49.0
208,220,university of aberdeen,uk,united kingdom,l,fc,vh,5,a,30.0,292,33.0,302,30.0,525,42.0,322,96.0,144,97.0,77,73.0,180,21.0,408,98.0,21,45.0
111,110,university of alberta,ca,canada,xl,fc,vh,5,a,57.0,135,37.0,266,43.0,370,59.0,213,98.0,116,73.0,193,92.0,68,46.0,152,76.0,170,58.0
53,58,university of amsterdam,nl,netherlands,xl,fc,vh,5,a,84.0,62,44.0,203,21.0,641,98.0,33,92.0,168,80.0,163,97.0,28,50.0,133,65.0,226,73.0
248,280,university of antwerp,be,belgium,l,fc,vh,2,a,24.0,362,12.0,601+,45.0,349,49.0,272,91.0,177,32.0,397,90.0,81,30.0,268,80.0,146,40.0
124,136,university of basel,ch,switzerland,m,fc,vh,5,a,28.0,314,18.0,494,57.0,253,97.0,44,100.0,34,85.0,143,74.0,175,41.0,179,70.0,201,55.0
148,179,university of bath,uk,united kingdom,l,co,vh,4,a,36.0,244,74.0,88,16.0,701+,62.0,196,96.0,136,82.0,155,59.0,251,27.0,310,48.0,316,52.0
281,207,university of bergen,no,norway,l,fc,vh,3,a,33.0,269,5.0,601+,67.0,197,31.0,426,92.0,171,14.0,635,69.0,200,24.0,358,58.0,259,37.0
126,120,university of bern,ch,switzerland,m,fo,vh,5,a,31.0,284,24.0,396,55.0,280,99.0,17,100.0,42,37.0,369,89.0,89,26.0,313,74.0,182,55.0
84,91,university of birmingham,uk,united kingdom,xl,fc,vh,5,a,68.0,99,76.0,81,41.0,379,38.0,364,92.0,169,84.0,148,96.0,41,30.0,270,80.0,146,63.0
55,61,university of bristol,uk,united kingdom,l,fc,vh,5,a,75.0,78,85.0,60,47.0,331,65.0,179,86.0,205,87.0,136,84.0,122,40.0,181,81.0,141,72.0
34,47,university of british columbia,ca,canada,xl,fc,vh,5,a,98.0,24,94.0,43,44.0,354,57.0,227,96.0,134,74.0,189,96.0,37,60.0,99,100.0,3,82.0
182,242,university of calgary,ca,canada,xl,fc,vh,4,a,38.0,229,61.0,129,20.0,668,42.0,330,83.0,222,62.0,241,62.0,232,39.0,188,92.0,82,48.0
10,27,"university of california, berkeley (ucb)",us,united states,xl,fc,vh,5,a,100.0,6,100.0,6,21.0,656,100.0,7,92.0,172,64.0,235,92.0,66,99.0,15,100.0,1,90.0
132,102,"university of california, davis",us,united states,xl,fc,vh,5,a,64.0,107,45.0,199,30.0,518,41.0,338,70.0,276,49.0,301,78.0,159,19.0,439,99.0,16,53.0
268,235,"university of california, irvine",us,united states,xl,fc,vh,4,a,38.0,230,17.0,517,15.0,701+,50.0,263,57.0,325,50.0,299,65.0,214,11.0,701+,59.0,255,38.0
29,44,"university of california, los angeles (ucla)",us,united states,xl,fc,vh,5,a,100.0,8,100.0,8,37.0,435,85.0,96,43.0,386,25.0,477,90.0,86,97.0,20,91.0,86,84.0
404,453,"university of california, riverside",us,united states,l,fc,vh,4,a,18.0,505,7.0,601+,7.0,701+,60.0,207,63.0,307,9.0,701+,45.0,346,10.0,701+,47.0,327,28.0
62,53,"university of california, san diego (ucsd)",us,united states,xl,fc,vh,4,a,89.0,47,50.0,167,50.0,313,74.0,130,68.0,285,51.0,282,95.0,55,18.0,471,73.0,189,70.0
163,149,"university of california, santa barbara (ucsb)",us,united states,l,co,vh,5,a,55.0,142,19.0,470,10.0,701+,97.0,41,70.0,274,22.0,522,44.0,352,10.0,701+,56.0,271,50.0
332,375,"university of california, santa cruz",us,united states,l,co,vh,4,a,18.0,487,5.0,601+,7.0,701+,80.0,111,64.0,304,9.0,701+,19.0,547,11.0,701+,89.0,95,33.0
2,2,university of cambridge,uk,united kingdom,l,fc,vh,5,a,100.0,3,100.0,4,100.0,14,92.0,68,100.0,64,96.0,85,100.0,7,100.0,6,97.0,33,99.0
256,284,university of canterbury | te whare wānanga o waitaha,nz,new zealand,l,co,vh,4,a,34.0,257,33.0,299,11.0,701+,33.0,414,100.0,81,35.0,378,22.0,529,63.0,93,97.0,36,39.0
173,237,university of cape town,za,south africa,l,fc,vh,5,a,44.0,190,51.0,164,13.0,701+,46.0,295,60.0,317,21.0,527,95.0,49,89.0,38,75.0,175,49.0
556,358,"university of chemistry and technology, prague",cz,czech republic,s,fo,vh,4,a,6.0,601+,8.0,601+,99.0,35,13.0,680,28.0,502,72.0,201,3.0,701+,10.0,701+,1.0,701+,21.0
11,10,university of chicago,us,united states,l,fc,vh,5,b,99.0,17,95.0,38,93.0,72,79.0,122,81.0,225,84.0,145,61.0,236,98.0,17,82.0,137,90.0
351,438,university of coimbra,pt,portugal,l,fc,vh,5,a,29.0,304,13.0,601+,11.0,701+,42.0,329,11.0,701+,38.0,364,79.0,153,16.0,537,80.0,154,31.0
268,335,university of cologne,de,germany,l,fo,vh,5,a,37.0,235,39.0,253,19.0,686,31.0,427,41.0,406,31.0,413,81.0,141,37.0,199,57.0,263,38.0
264,317,university of colorado boulder,us,united states,xl,co,vh,5,a,37.0,237,14.0,596,33.0,480,49.0,269,27.0,508,6.0,701+,69.0,204,31.0,247,96.0,40,38.0
444,350,university of connecticut,us,united states,l,fc,vh,5,a,15.0,576,7.0,601+,15.0,701+,42.0,327,47.0,368,19.0,560,61.0,237,22.0,383,62.0,243,26.0
107,82,university of copenhagen,dk,denmark,xl,fc,vh,5,a,74.0,80,26.0,371,100.0,19,21.0,543,91.0,175,23.0,506,98.0,19,60.0,98,87.0,108,59.0
1401+,1401+,university of craiova,ro,romania,l,co,hi,4,a,4.0,601+,2.0,601+,3.0,701+,2.0,701+,0.0,,0.0,,1.0,701+,8.0,701+,1.0,701+,0.0
368,473,university of cyprus (ucy),cy,cyprus,m,co,vh,3,a,9.0,601+,3.0,601+,5.0,701+,78.0,123,93.0,165,25.0,471,56.0,279,19.0,448,24.0,497,30.0
441,354,university of dundee,uk,united kingdom,l,fc,hi,4,a,18.0,488,14.0,595,38.0,418,14.0,654,96.0,142,80.0,162,27.0,475,11.0,701+,22.0,524,26.0
295,342,university of east anglia (uea),uk,united kingdom,l,fc,vh,4,a,19.0,466,9.0,601+,17.0,701+,66.0,164,68.0,287,38.0,360,65.0,218,13.0,678,84.0,123,35.0
358,460,university of florence,it,italy,xl,fc,vh,5,a,34.0,259,6.0,601+,4.0,701+,50.0,266,8.0,701+,11.0,701+,73.0,181,17.0,476,81.0,142,31.0
168,188,university of florida,us,united states,xl,fc,vh,5,a,48.0,171,59.0,137,71.0,180,27.0,467,19.0,604,11.0,699,98.0,24,39.0,184,96.0,48,49.0
289,270,university of galway,ie,ireland,l,fc,hi,5,a,26.0,335,28.0,341,61.0,230,14.0,666,92.0,170,39.0,348,46.0,338,31.0,249,91.0,89,36.0
128,125,university of geneva,ch,switzerland,l,fc,vh,5,a,45.0,184,14.0,579,42.0,374,75.0,127,100.0,45,96.0,81,87.0,99,31.0,246,63.0,232,54.0
76,81,university of glasgow,uk,united kingdom,xl,fc,vh,5,a,76.0,77,71.0,101,42.0,377,32.0,423,96.0,143,100.0,41,90.0,80,27.0,306,100.0,11,65.0
187,185,university of gothenburg,se,sweden,l,fc,vh,4,a,36.0,239,17.0,511,56.0,261,39.0,349,91.0,179,81.0,160,86.0,104,46.0,151,98.0,30,47.0
403,494,university of granada,es,spain,xl,fc,vh,5,a,44.0,192,10.0,601+,6.0,701+,23.0,509,3.0,701+,16.0,598,97.0,34,5.0,701+,36.0,391,28.0
139,145,university of groningen,nl,netherlands,xl,fc,vh,5,a,53.0,148,30.0,326,51.0,304,43.0,311,94.0,159,86.0,140,92.0,67,22.0,372,68.0,214,53.0
232,215,university of göttingen,de,germany,l,fc,vh,5,a,47.0,172,29.0,338,70.0,183,18.0,587,50.0,361,23.0,505,92.0,71,22.0,379,56.0,274,41.0
386,380,university of hawaiʻi at mānoa,us,united states,l,fc,vh,5,a,16.0,543,9.0,601+,37.0,429,49.0,279,53.0,345,13.0,664,54.0,293,11.0,701+,48.0,320,28.0
115,106,university of helsinki,fi,finland,l,co,vh,5,a,65.0,105,32.0,304,63.0,223,50.0,265,72.0,268,5.0,701+,96.0,40,66.0,86,83.0,133,57.0
1401+,,university of ibadan,ng,nigeria,,co,,4,,9.0,601+,7.0,601+,0.0,,0.0,,0.0,,0.0,,8.0,701+,0.0,,0.0,,0.0
323,317,university of illinois at chicago (uic),us,united states,xl,fc,vh,5,a,41.0,206,24.0,408,32.0,497,26.0,469,9.0,701+,17.0,586,50.0,312,32.0,242,63.0,235,33.0
64,85,university of illinois at urbana-champaign,us,united states,xl,fc,vh,5,a,85.0,54,71.0,100,8.0,701+,87.0,86,11.0,701+,49.0,303,76.0,164,66.0,84,84.0,128,69.0
491,467,university of iowa,us,united states,l,fc,vh,5,a,20.0,444,11.0,601+,48.0,325,21.0,548,22.0,569,5.0,701+,51.0,304,22.0,374,38.0,373,24.0
306,412,university of johannesburg,za,south africa,l,co,vh,2,a,16.0,540,21.0,434,37.0,430,21.0,549,96.0,135,51.0,286,97.0,32,44.0,165,74.0,182,34.0
446,347,university of jyväskylä,fi,finland,m,fo,vh,4,a,17.0,518,13.0,601+,86.0,100,15.0,626,41.0,404,3.0,701+,55.0,287,11.0,701+,30.0,447,26.0
410,369,university of kansas,us,united states,l,fc,vh,5,a,15.0,577,13.0,601+,84.0,116,9.0,701+,73.0,263,8.0,701+,36.0,414,24.0,359,72.0,194,27.0
336,375,university of kent,uk,united kingdom,l,co,vh,4,a,17.0,522,7.0,601+,13.0,701+,44.0,306,97.0,133,73.0,195,43.0,354,20.0,413,85.0,118,32.0
580,486,university of klagenfurt,at,austria,s,fo,vh,4,a,6.0,601+,4.0,601+,60.0,235,11.0,701+,95.0,148,87.0,137,3.0,701+,12.0,701+,2.0,701+,20.0
1401+,,university of lagos,ng,nigeria,,co,,,,7.0,601+,6.0,601+,0.0,,0.0,,0.0,,0.0,,2.0,701+,0.0,,0.0,,0.0
1401+,,university of lampung,id,indonesia,l,fc,md,4,,3.0,601+,2.0,601+,5.0,701+,1.0,701+,1.0,701+,1.0,701+,1.0,701+,6.0,701+,0.0,,0.0
220,203,university of lausanne,ch,switzerland,l,fo,vh,5,a,29.0,294,15.0,545,37.0,434,65.0,173,100.0,77,57.0,263,48.0,327,28.0,290,62.0,245,43.0
75,86,university of leeds,uk,united kingdom,xl,fc,vh,5,a,70.0,89,77.0,77,37.0,421,42.0,320,85.0,208,90.0,118,99.0,16,38.0,193,91.0,88,66.0
272,279,university of leicester,uk,united kingdom,l,fc,vh,5,a,21.0,412,14.0,576,36.0,441,45.0,298,81.0,226,94.0,91,76.0,167,18.0,468,51.0,301,37.0
266,335,university of lisbon,pt,portugal,xl,fc,vh,5,a,42.0,201,21.0,442,13.0,701+,35.0,387,9.0,701+,31.0,415,97.0,27,66.0,85,67.0,220,38.0
176,190,university of liverpool,uk,united kingdom,l,fc,vh,5,a,44.0,191,35.0,277,40.0,401,38.0,371,88.0,194,79.0,168,97.0,29,26.0,324,72.0,193,49.0
381,,university of luxembourg,lu,luxembourg,m,co,vh,2,,9.0,601+,5.0,601+,77.0,152,29.0,447,100.0,14,100.0,24,18.0,557,26.0,323,0.0,,29.0
254,304,university of macau,mo,macau sar,m,fo,vh,3,a,11.0,601+,14.0,575,12.0,701+,97.0,43,100.0,18,99.0,49,11.0,646,42.0,177,4.0,701+,39.0
169,164,"university of maryland, college park",us,united states,xl,fc,vh,5,a,49.0,165,26.0,369,35.0,451,68.0,154,32.0,477,14.0,639,86.0,113,42.0,176,82.0,137,49.0
245,253,university of massachusetts amherst,us,united states,l,co,vh,5,a,40.0,218,12.0,601+,11.0,701+,58.0,225,71.0,271,24.0,490,52.0,301,28.0,292,94.0,67,40.0
1401+,,university of mataram,id,indonesia,l,fo,md,4,a,5.0,601+,2.0,601+,4.0,701+,1.0,701+,1.0,701+,1.0,701+,1.0,701+,5.0,701+,0.0,,0.0
278,296,university of miami,us,united states,l,fc,vh,4,b,20.0,435,45.0,198,77.0,155,19.0,565,84.0,215,23.0,502,55.0,283,37.0,198,51.0,305,37.0
33,25,university of michigan-ann arbor,us,united states,xl,fc,vh,5,a,98.0,22,90.0,48,82.0,127,56.0,231,67.0,292,28.0,445,95.0,48,94.0,29,84.0,126,82.0
276,324,university of milan,it,italy,xl,fc,vh,4,a,51.0,159,13.0,601+,6.0,701+,48.0,284,8.0,701+,7.0,701+,59.0,255,24.0,345,92.0,77,37.0
195,185,university of minnesota twin cities,us,united states,xl,fc,vh,5,a,59.0,127,30.0,324,31.0,510,46.0,291,6.0,701+,9.0,701+,86.0,109,42.0,172,89.0,101,46.0
335,416,university of naples - federico ii,it,italy,xl,fc,vh,5,a,35.0,245,17.0,508,4.0,701+,62.0,197,2.0,701+,1.0,701+,82.0,137,7.0,701+,35.0,403,32.0
280,253,university of navarra,es,spain,l,fc,hi,4,b,29.0,300,61.0,130,57.0,260,15.0,635,25.0,531,75.0,186,29.0,464,28.0,282,46.0,333,37.0
132,102,"university of north carolina, chapel hill",us,united states,xl,fc,vh,5,a,63.0,110,34.0,290,73.0,171,43.0,316,25.0,541,10.0,701+,82.0,133,48.0,142,97.0,38,53.0
304,243,university of notre dame,us,united states,l,co,vh,5,b,27.0,331,32.0,306,60.0,238,39.0,350,23.0,561,18.0,578,32.0,449,45.0,155,35.0,403,34.0
100,114,university of nottingham,uk,united kingdom,xl,fc,vh,5,a,61.0,116,72.0,96,32.0,492,47.0,290,90.0,183,75.0,185,98.0,18,24.0,342,80.0,150,60.0
1401+,1401+,university of oradea,ro,romania,l,fc,md,4,a,5.0,601+,2.0,601+,4.0,701+,2.0,701+,2.0,701+,7.0,701+,2.0,701+,6.0,701+,2.0,701+,0.0
117,101,university of oslo,no,norway,l,fc,vh,5,a,56.0,139,11.0,601+,82.0,132,64.0,183,86.0,202,25.0,472,96.0,43,42.0,173,92.0,80,57.0
206,217,university of otago,nz,new zealand,l,fc,vh,5,a,46.0,178,27.0,359,11.0,701+,51.0,256,100.0,44,29.0,428,38.0,391,45.0,159,98.0,22,45.0
203,237,university of ottawa,ca,canada,xl,fc,vh,5,a,27.0,329,30.0,328,4.0,701+,79.0,116,86.0,203,76.0,182,86.0,111,24.0,344,55.0,279,45.0
313,392,university of oulu,fi,finland,m,fc,vh,4,a,16.0,553,17.0,502,26.0,564,57.0,228,53.0,348,9.0,701+,75.0,168,17.0,511,88.0,103,34.0
3,4,university of oxford,uk,united kingdom,l,fc,vh,5,a,100.0,2,100.0,5,100.0,8,91.0,73,98.0,110,98.0,60,100.0,1,100.0,3,98.0,26,99.0
12,13,university of pennsylvania,us,united states,l,fc,vh,5,b,96.0,29,89.0,52,100.0,24,68.0,153,96.0,140,70.0,208,83.0,129,100.0,5,100.0,3,89.0
349,404,university of pisa,it,italy,l,fc,vh,5,a,40.0,211,13.0,601+,8.0,701+,41.0,333,6.0,701+,4.0,701+,68.0,209,13.0,642,74.0,182,31.0
222,181,university of pittsburgh,us,united states,l,fc,vh,5,a,38.0,228,15.0,541,96.0,56,39.0,357,7.0,701+,15.0,621,81.0,140,33.0,232,91.0,91,43.0
253,274,university of porto,pt,portugal,xl,fc,vh,5,a,40.0,214,23.0,414,11.0,701+,58.0,219,7.0,701+,19.0,564,94.0,60,18.0,473,77.0,167,39.0
169,229,university of reading,uk,united kingdom,l,co,vh,5,a,33.0,263,39.0,241,16.0,701+,67.0,161,88.0,189,81.0,158,78.0,158,32.0,237,73.0,189,49.0
224,147,university of rochester,us,united states,m,fc,vh,5,b,22.0,398,18.0,477,98.0,48,52.0,252,71.0,269,92.0,106,31.0,451,27.0,308,33.0,416,42.0
489,499,"university of rome """"tor vergata""""",it,italy,l,co,vh,3,a,32.0,277,13.0,601+,8.0,701+,38.0,367,7.0,701+,16.0,596,33.0,435,8.0,701+,15.0,608,24.0
345,473,university of saskatchewan,ca,canada,l,fc,vh,5,a,12.0,601+,7.0,601+,17.0,701+,54.0,237,70.0,279,52.0,280,47.0,331,21.0,396,95.0,56,32.0
436,428,university of science and technology beijing,cn,china (mainland),l,co,vh,3,a,13.0,601+,3.0,601+,11.0,701+,97.0,39,3.0,701+,3.0,701+,9.0,691,6.0,701+,3.0,701+,26.0
137,94,university of science and technology of china,cn,china (mainland),l,co,vh,4,a,53.0,149,18.0,500,91.0,80,99.0,26,17.0,639,5.0,701+,32.0,444,25.0,335,22.0,528,53.0
326,363,university of south australia,au,australia,l,co,vh,3,a,23.0,390,14.0,580,22.0,625,33.0,415,100.0,80,45.0,322,59.0,256,15.0,544,82.0,137,33.0
81,78,university of southampton,uk,united kingdom,l,fc,vh,5,a,52.0,154,51.0,160,53.0,298,71.0,140,96.0,138,97.0,70,97.0,31,33.0,235,83.0,133,64.0
116,134,university of southern california,us,united states,xl,fc,vh,5,b,53.0,150,48.0,183,22.0,634,68.0,157,32.0,474,74.0,191,63.0,228,93.0,32,99.0,15,57.0
